               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 319,            0.017228,           0.0067124,           0.0043975,             0.99645,                   1,               0.995,             0.95219,            0.015083,           0.0027605,           0.0024408,           0.0037036,           0.0037036,           0.0037036
                 320,            0.016453,           0.0053469,           0.0043706,             0.99635,                   1,               0.995,             0.94106,             0.01215,           0.0026915,           0.0024105,           0.0036838,           0.0036838,           0.0036838
                 321,             0.01453,           0.0059296,           0.0050203,             0.99625,                   1,               0.995,             0.91903,            0.019361,            0.003186,           0.0023907,            0.003664,            0.003664,            0.003664
                 322,            0.019638,           0.0064373,           0.0041637,             0.99625,                   1,               0.995,             0.91903,            0.019361,            0.003186,           0.0023907,           0.0036442,           0.0036442,           0.0036442
                 323,            0.017851,           0.0061442,           0.0033948,             0.99615,                   1,               0.995,             0.96252,            0.016273,           0.0028701,           0.0023721,           0.0036244,           0.0036244,           0.0036244
                 324,            0.015963,           0.0059606,           0.0056935,             0.99622,                   1,               0.995,             0.91026,            0.014937,            0.002794,           0.0023497,           0.0036046,           0.0036046,           0.0036046
                 325,            0.017684,           0.0064397,           0.0034436,             0.99622,                   1,               0.995,             0.91026,            0.014937,            0.002794,           0.0023497,           0.0035848,           0.0035848,           0.0035848
                 326,            0.017053,           0.0066208,           0.0044128,             0.99614,                   1,               0.995,             0.95069,            0.013373,           0.0026953,           0.0023453,            0.003565,            0.003565,            0.003565
                 327,            0.017111,           0.0069498,           0.0052118,             0.99628,                   1,               0.995,             0.95893,            0.017833,           0.0028011,           0.0023269,           0.0035452,           0.0035452,           0.0035452
                 328,            0.019481,           0.0054336,           0.0040765,             0.99628,                   1,               0.995,             0.95893,            0.017833,           0.0028011,           0.0023269,           0.0035254,           0.0035254,           0.0035254
                 329,            0.018677,           0.0067483,           0.0033004,             0.99625,                   1,               0.995,             0.97798,             0.01318,           0.0024721,            0.002318,           0.0035056,           0.0035056,           0.0035056
                 330,            0.015739,           0.0071301,           0.0040572,             0.99634,                   1,               0.995,             0.91157,            0.016996,           0.0029332,           0.0023127,           0.0034858,           0.0034858,           0.0034858
                 331,            0.023038,           0.0070758,           0.0045432,             0.99634,                   1,               0.995,             0.91157,            0.016996,           0.0029332,           0.0023127,            0.003466,            0.003466,            0.003466
                 332,            0.019107,           0.0060869,           0.0033584,             0.99633,                   1,               0.995,              0.8918,             0.01207,           0.0026464,           0.0022917,           0.0034462,           0.0034462,           0.0034462
                 333,            0.016548,           0.0064027,            0.004886,             0.99646,                   1,               0.995,             0.90465,            0.016352,           0.0029182,           0.0022836,           0.0034264,           0.0034264,           0.0034264
                 334,            0.021823,           0.0065009,           0.0039601,             0.99646,                   1,               0.995,             0.90465,            0.016352,           0.0029182,           0.0022836,           0.0034066,           0.0034066,           0.0034066
                 335,             0.01708,           0.0069311,           0.0044914,              0.9964,                   1,               0.995,              0.9199,            0.013445,           0.0026294,           0.0022771,           0.0033868,           0.0033868,           0.0033868
                 336,            0.016153,           0.0060527,            0.004103,             0.99644,                   1,               0.995,             0.95491,            0.016178,           0.0025173,           0.0022708,            0.003367,            0.003367,            0.003367
                 337,            0.019974,           0.0056355,           0.0043182,             0.99644,                   1,               0.995,             0.95491,            0.016178,           0.0025173,           0.0022708,           0.0033472,           0.0033472,           0.0033472
                 338,            0.018149,           0.0063051,            0.004558,              0.9965,                   1,               0.995,             0.95821,            0.014511,           0.0024308,            0.002271,           0.0033274,           0.0033274,           0.0033274
                 339,            0.015171,           0.0060196,           0.0044092,             0.99654,                   1,               0.995,             0.87709,            0.014139,            0.002715,           0.0022696,           0.0033076,           0.0033076,           0.0033076
                 340,            0.021028,           0.0066133,           0.0040032,             0.99654,                   1,               0.995,             0.87709,            0.014139,            0.002715,           0.0022696,           0.0032878,           0.0032878,           0.0032878
                 341,            0.018206,           0.0064426,             0.00409,             0.99646,                   1,               0.995,             0.93311,            0.009715,           0.0025757,           0.0022679,            0.003268,            0.003268,            0.003268
                 342,            0.015595,            0.006803,           0.0045437,             0.99657,                   1,               0.995,             0.90716,            0.018383,           0.0028045,           0.0022692,           0.0032482,           0.0032482,           0.0032482
                 343,            0.018647,           0.0058273,           0.0033194,             0.99657,                   1,               0.995,             0.90716,            0.018383,           0.0028045,           0.0022692,           0.0032284,           0.0032284,           0.0032284
                 344,            0.017092,           0.0062759,           0.0051737,             0.99663,                   1,               0.995,             0.95678,             0.01626,           0.0024815,           0.0022644,           0.0032086,           0.0032086,           0.0032086
                 345,            0.016011,           0.0053087,           0.0035709,             0.99669,                   1,               0.995,              0.9392,            0.016508,           0.0028799,           0.0022567,           0.0031888,           0.0031888,           0.0031888
                 346,            0.020543,           0.0065599,           0.0047689,             0.99669,                   1,               0.995,              0.9392,            0.016508,           0.0028799,           0.0022567,            0.003169,            0.003169,            0.003169
                 347,            0.018784,           0.0059897,           0.0044274,             0.99689,                   1,               0.995,             0.95034,            0.013668,            0.002642,           0.0022424,           0.0031492,           0.0031492,           0.0031492
                 348,            0.016451,           0.0061857,           0.0046491,               0.997,                   1,               0.995,             0.85977,            0.014329,            0.002583,           0.0022207,           0.0031294,           0.0031294,           0.0031294
                 349,            0.019437,           0.0061892,           0.0033363,               0.997,                   1,               0.995,             0.85977,            0.014329,            0.002583,           0.0022207,           0.0031096,           0.0031096,           0.0031096
                 350,            0.015954,           0.0057135,           0.0042304,             0.99701,                   1,               0.995,             0.94372,           0.0098786,           0.0023117,            0.002204,           0.0030898,           0.0030898,           0.0030898
                 351,            0.013929,           0.0058261,           0.0046148,             0.99733,                   1,               0.995,             0.88821,            0.012023,           0.0026024,           0.0021855,             0.00307,             0.00307,             0.00307
                 352,             0.01721,           0.0058518,           0.0035055,             0.99733,                   1,               0.995,             0.88821,            0.012023,           0.0026024,           0.0021855,           0.0030502,           0.0030502,           0.0030502
                 353,            0.015688,           0.0065002,           0.0029517,             0.99718,                   1,               0.995,             0.87351,            0.012202,           0.0025952,           0.0021684,           0.0030304,           0.0030304,           0.0030304
                 354,            0.015965,           0.0067472,           0.0032958,             0.99698,                   1,               0.995,             0.92202,            0.015428,           0.0026701,           0.0021568,           0.0030106,           0.0030106,           0.0030106
                 355,            0.018754,           0.0063906,           0.0067908,             0.99698,                   1,               0.995,             0.92202,            0.015428,           0.0026701,           0.0021568,           0.0029908,           0.0029908,           0.0029908
                 356,            0.016668,           0.0065426,           0.0040175,             0.99695,                   1,               0.995,             0.90531,            0.010537,            0.002375,           0.0021487,            0.002971,            0.002971,            0.002971
                 357,            0.014085,           0.0062151,           0.0042558,             0.99701,                   1,               0.995,             0.85796,            0.017653,           0.0025985,           0.0021392,           0.0029512,           0.0029512,           0.0029512
                 358,            0.021717,           0.0071765,           0.0042049,             0.99701,                   1,               0.995,             0.85796,            0.017653,           0.0025985,           0.0021392,           0.0029314,           0.0029314,           0.0029314
                 359,            0.016938,           0.0059382,           0.0033053,             0.99703,                   1,               0.995,             0.91799,           0.0098611,           0.0022457,            0.002128,           0.0029116,           0.0029116,           0.0029116
                 360,            0.013844,           0.0048445,           0.0035333,             0.99723,                   1,               0.995,             0.86546,            0.014123,           0.0027162,           0.0021113,           0.0028918,           0.0028918,           0.0028918
                 361,            0.018553,           0.0071345,           0.0038836,             0.99723,                   1,               0.995,             0.86546,            0.014123,           0.0027162,           0.0021113,            0.002872,            0.002872,            0.002872
                 362,            0.016226,           0.0057402,           0.0034041,             0.99713,                   1,               0.995,             0.90431,            0.013073,            0.002579,           0.0020969,           0.0028522,           0.0028522,           0.0028522
                 363,            0.016121,           0.0062659,           0.0042555,             0.99705,                   1,               0.995,             0.92477,            0.011697,           0.0024165,           0.0020958,           0.0028324,           0.0028324,           0.0028324
                 364,            0.016723,            0.005824,           0.0045659,             0.99705,                   1,               0.995,             0.92477,            0.011697,           0.0024165,           0.0020958,           0.0028126,           0.0028126,           0.0028126
                 365,             0.01521,           0.0069071,           0.0034515,             0.99701,                   1,               0.995,             0.94789,           0.0092334,           0.0022559,           0.0020912,           0.0027928,           0.0027928,           0.0027928
                 366,            0.011905,           0.0059581,           0.0028895,             0.99697,                   1,               0.995,             0.83809,             0.01526,             0.00272,           0.0020755,            0.002773,            0.002773,            0.002773
                 367,            0.017849,           0.0068234,           0.0033066,             0.99697,                   1,               0.995,             0.83809,             0.01526,             0.00272,           0.0020755,           0.0027532,           0.0027532,           0.0027532
                 368,            0.015634,           0.0057348,           0.0026369,             0.99689,                   1,               0.995,             0.92553,             0.01133,           0.0024505,           0.0020758,           0.0027334,           0.0027334,           0.0027334
                 369,            0.015959,           0.0061248,           0.0053268,             0.99684,                   1,               0.995,             0.91923,            0.015531,            0.002444,           0.0020814,           0.0027136,           0.0027136,           0.0027136
                 370,            0.016507,           0.0059433,           0.0033876,             0.99684,                   1,               0.995,             0.91923,            0.015531,            0.002444,           0.0020814,           0.0026938,           0.0026938,           0.0026938
                 371,            0.014703,           0.0052086,           0.0033817,             0.99679,                   1,               0.995,             0.93945,            0.013723,           0.0023307,           0.0020716,            0.002674,            0.002674,            0.002674
                 372,            0.013032,           0.0053344,           0.0033021,              0.9967,                   1,               0.995,             0.89096,            0.011097,           0.0024436,           0.0020638,           0.0026542,           0.0026542,           0.0026542
                 373,            0.017509,           0.0063375,           0.0035177,              0.9967,                   1,               0.995,             0.89096,            0.011097,           0.0024436,           0.0020638,           0.0026344,           0.0026344,           0.0026344
                 374,             0.01487,           0.0062327,           0.0035038,             0.99673,                   1,               0.995,             0.95638,           0.0080895,           0.0021309,           0.0020554,           0.0026146,           0.0026146,           0.0026146
                 375,            0.011567,           0.0052018,            0.003026,             0.99678,                   1,               0.995,             0.85964,            0.014116,           0.0025595,           0.0020434,           0.0025948,           0.0025948,           0.0025948
                 376,             0.01784,           0.0066088,           0.0042355,             0.99678,                   1,               0.995,             0.85964,            0.014116,           0.0025595,           0.0020434,            0.002575,            0.002575,            0.002575
                 377,             0.01572,           0.0056519,           0.0037226,             0.99681,                   1,               0.995,             0.91539,            0.010627,           0.0023687,            0.002033,           0.0025552,           0.0025552,           0.0025552
                 378,            0.015522,           0.0057593,           0.0030107,             0.99685,                   1,               0.995,             0.94104,            0.012335,           0.0021886,           0.0020194,           0.0025354,           0.0025354,           0.0025354
                 379,            0.015015,           0.0051498,           0.0033479,             0.99685,                   1,               0.995,             0.94104,            0.012335,           0.0021886,           0.0020194,           0.0025156,           0.0025156,           0.0025156
                 380,            0.014212,           0.0058825,           0.0043872,              0.9968,                   1,               0.995,             0.94574,             0.01128,           0.0022258,           0.0020034,           0.0024958,           0.0024958,           0.0024958
                 381,            0.012561,           0.0063587,           0.0028598,             0.99675,                   1,               0.995,             0.93134,            0.011136,           0.0023847,           0.0019951,            0.002476,            0.002476,            0.002476
                 382,            0.015531,           0.0058718,           0.0030471,             0.99675,                   1,               0.995,             0.93134,            0.011136,           0.0023847,           0.0019951,           0.0024562,           0.0024562,           0.0024562
                 383,            0.013862,           0.0060381,           0.0031066,             0.99671,                   1,               0.995,             0.93505,              0.0108,             0.00226,           0.0019857,           0.0024364,           0.0024364,           0.0024364
                 384,            0.011903,           0.0054186,           0.0031721,             0.99674,                   1,               0.995,             0.87813,            0.010521,           0.0024035,           0.0019778,           0.0024166,           0.0024166,           0.0024166
                 385,            0.017659,           0.0063159,           0.0030559,             0.99674,                   1,               0.995,             0.87813,            0.010521,           0.0024035,           0.0019778,           0.0023968,           0.0023968,           0.0023968
                 386,            0.015042,           0.0061412,           0.0031342,             0.99676,                   1,               0.995,             0.91501,           0.0096008,           0.0023323,           0.0019699,            0.002377,            0.002377,            0.002377
                 387,            0.013307,           0.0052632,            0.004247,             0.99683,                   1,               0.995,             0.94929,            0.010622,           0.0023064,           0.0019635,           0.0023572,           0.0023572,           0.0023572
                 388,            0.013932,           0.0061325,           0.0029811,             0.99683,                   1,               0.995,             0.94929,            0.010622,           0.0023064,           0.0019635,           0.0023374,           0.0023374,           0.0023374
                 389,            0.011587,           0.0055951,           0.0027756,              0.9969,                   1,               0.995,             0.94354,            0.008346,           0.0021587,           0.0019604,           0.0023176,           0.0023176,           0.0023176
                 390,            0.010267,           0.0046846,           0.0025208,              0.9969,                   1,               0.995,             0.93949,            0.010834,            0.002377,           0.0019563,           0.0022978,           0.0022978,           0.0022978
                 391,            0.015811,           0.0065668,           0.0044799,              0.9969,                   1,               0.995,             0.93949,            0.010834,            0.002377,           0.0019563,            0.002278,            0.002278,            0.002278
                 392,            0.014823,           0.0054469,           0.0036906,             0.99689,                   1,               0.995,             0.95932,            0.010182,           0.0023184,           0.0019527,           0.0022582,           0.0022582,           0.0022582
                 393,             0.01393,           0.0047406,           0.0039506,             0.99691,                   1,               0.995,             0.94023,           0.0097749,           0.0023224,            0.001953,           0.0022384,           0.0022384,           0.0022384
                 394,             0.01403,           0.0050332,           0.0028394,             0.99691,                   1,               0.995,             0.94023,           0.0097749,           0.0023224,            0.001953,           0.0022186,           0.0022186,           0.0022186
                 395,            0.013405,           0.0060918,           0.0047561,             0.99688,                   1,               0.995,             0.93549,           0.0086997,           0.0022253,           0.0019532,           0.0021988,           0.0021988,           0.0021988
                 396,            0.011766,           0.0058246,             0.00353,             0.99685,                   1,               0.995,             0.95071,            0.011673,           0.0023292,           0.0019455,            0.002179,            0.002179,            0.002179
                 397,            0.014224,           0.0063782,           0.0029695,             0.99685,                   1,               0.995,             0.95071,            0.011673,           0.0023292,           0.0019455,           0.0021592,           0.0021592,           0.0021592
                 398,            0.014203,           0.0057332,           0.0055083,             0.99692,                   1,               0.995,             0.96621,           0.0088954,            0.002164,           0.0019431,           0.0021394,           0.0021394,           0.0021394
                 399,            0.010182,           0.0051698,           0.0024714,             0.99696,                   1,               0.995,             0.92048,            0.013934,           0.0024776,           0.0019364,           0.0021196,           0.0021196,           0.0021196
                 400,            0.015496,           0.0056734,           0.0044035,             0.99696,                   1,               0.995,             0.92048,            0.013934,           0.0024776,           0.0019364,           0.0020998,           0.0020998,           0.0020998
                 401,            0.015521,           0.0062694,            0.004076,             0.99697,                   1,               0.995,             0.92908,            0.012182,           0.0023066,           0.0019311,             0.00208,             0.00208,             0.00208
                 402,            0.012801,           0.0055933,           0.0039202,             0.99702,                   1,               0.995,             0.95142,            0.012372,           0.0023538,           0.0019283,           0.0020602,           0.0020602,           0.0020602
                 403,            0.015013,           0.0054225,           0.0045086,             0.99702,                   1,               0.995,             0.95142,            0.012372,           0.0023538,           0.0019283,           0.0020404,           0.0020404,           0.0020404
                 404,            0.013896,           0.0057714,           0.0052624,             0.99704,                   1,               0.995,             0.95323,            0.010479,           0.0021936,           0.0019289,           0.0020206,           0.0020206,           0.0020206
                 405,            0.011265,           0.0055121,           0.0045156,             0.99708,                   1,               0.995,             0.95672,             0.01207,           0.0022726,           0.0019248,           0.0020008,           0.0020008,           0.0020008
                 406,            0.014188,           0.0058677,           0.0035643,             0.99708,                   1,               0.995,             0.95672,             0.01207,           0.0022726,           0.0019248,            0.001981,            0.001981,            0.001981
                 407,            0.012263,           0.0051666,           0.0032771,             0.99707,                   1,               0.995,             0.96562,           0.0094269,           0.0020695,           0.0019208,           0.0019612,           0.0019612,           0.0019612
                 408,            0.011844,           0.0045155,            0.004134,             0.99706,                   1,               0.995,              0.9409,             0.01182,           0.0023642,           0.0019133,           0.0019414,           0.0019414,           0.0019414
                 409,            0.015878,           0.0069159,           0.0031115,             0.99706,                   1,               0.995,              0.9409,             0.01182,           0.0023642,           0.0019133,           0.0019216,           0.0019216,           0.0019216
                 410,            0.012833,           0.0065549,           0.0027479,             0.99708,                   1,               0.995,             0.96516,           0.0090529,           0.0022184,           0.0019108,           0.0019018,           0.0019018,           0.0019018
                 411,            0.011866,           0.0051898,           0.0040037,             0.99711,                   1,               0.995,             0.97042,           0.0094637,           0.0021555,           0.0019061,            0.001882,            0.001882,            0.001882
                 412,            0.012863,           0.0054976,           0.0058322,             0.99711,                   1,               0.995,             0.97042,           0.0094637,           0.0021555,           0.0019061,           0.0018622,           0.0018622,           0.0018622
                 413,            0.013001,            0.005047,            0.003394,             0.99711,                   1,               0.995,             0.96039,           0.0088532,           0.0020529,           0.0019066,           0.0018424,           0.0018424,           0.0018424
                 414,            0.011781,           0.0053927,           0.0035184,             0.99705,                   1,               0.995,              0.9364,            0.011093,            0.002249,           0.0018965,           0.0018226,           0.0018226,           0.0018226
                 415,            0.012912,            0.005835,             0.00259,             0.99705,                   1,               0.995,              0.9364,            0.011093,            0.002249,           0.0018965,           0.0018028,           0.0018028,           0.0018028
                 416,            0.012854,           0.0055806,           0.0039768,             0.99707,                   1,               0.995,             0.95263,           0.0097341,           0.0021517,           0.0018937,            0.001783,            0.001783,            0.001783
                 417,            0.010955,           0.0057895,           0.0041079,             0.99705,                   1,               0.995,             0.95476,           0.0085548,            0.002133,           0.0018826,           0.0017632,           0.0017632,           0.0017632
                 418,            0.014423,           0.0056586,           0.0055077,             0.99705,                   1,               0.995,             0.95476,           0.0085548,            0.002133,           0.0018826,           0.0017434,           0.0017434,           0.0017434
                 419,            0.012088,           0.0058571,           0.0024984,             0.99706,                   1,               0.995,             0.96003,           0.0093989,           0.0021059,            0.001871,           0.0017236,           0.0017236,           0.0017236
                 420,            0.011823,           0.0052195,            0.002779,             0.99703,                   1,               0.995,             0.95325,            0.009062,           0.0021599,           0.0018616,           0.0017038,           0.0017038,           0.0017038
                 421,            0.013033,           0.0056713,            0.004338,             0.99703,                   1,               0.995,             0.95325,            0.009062,           0.0021599,           0.0018616,            0.001684,            0.001684,            0.001684
                 422,            0.010682,           0.0047722,           0.0027143,             0.99703,                   1,               0.995,             0.97793,           0.0083676,            0.002034,           0.0018512,           0.0016642,           0.0016642,           0.0016642
                 423,            0.010053,           0.0044937,           0.0030602,             0.99703,                   1,               0.995,              0.9744,           0.0096365,           0.0021387,           0.0018305,           0.0016444,           0.0016444,           0.0016444
                 424,            0.011866,           0.0059892,           0.0041801,             0.99703,                   1,               0.995,              0.9744,           0.0096365,           0.0021387,           0.0018305,           0.0016246,           0.0016246,           0.0016246
                 425,            0.012115,           0.0052734,           0.0030073,             0.99699,                   1,               0.995,             0.96254,           0.0092143,            0.002149,           0.0018204,           0.0016048,           0.0016048,           0.0016048
                 426,            0.011354,           0.0057189,           0.0035902,             0.99697,                   1,               0.995,             0.96192,           0.0081444,           0.0021467,           0.0018026,            0.001585,            0.001585,            0.001585
                 427,            0.012731,           0.0050343,           0.0034645,             0.99697,                   1,               0.995,             0.96192,           0.0081444,           0.0021467,           0.0018026,           0.0015652,           0.0015652,           0.0015652
                 428,            0.011405,           0.0045741,           0.0026493,             0.99691,                   1,               0.995,             0.98351,           0.0086162,           0.0020888,           0.0017862,           0.0015454,           0.0015454,           0.0015454
                 429,            0.010319,           0.0050817,           0.0027709,             0.99693,                   1,               0.995,             0.96848,           0.0085586,            0.002186,           0.0017741,           0.0015256,           0.0015256,           0.0015256
                 430,            0.013499,           0.0069688,           0.0038936,             0.99693,                   1,               0.995,             0.96848,           0.0085586,            0.002186,           0.0017741,           0.0015058,           0.0015058,           0.0015058
                 431,            0.011581,           0.0061362,           0.0025063,              0.9969,                   1,               0.995,             0.96847,           0.0093299,           0.0021343,           0.0017653,            0.001486,            0.001486,            0.001486
                 432,           0.0098709,           0.0055549,           0.0025464,             0.99691,                   1,               0.995,             0.97375,           0.0084549,           0.0020493,           0.0017508,           0.0014662,           0.0014662,           0.0014662
                 433,            0.010622,             0.00573,            0.002873,             0.99691,                   1,               0.995,             0.97375,           0.0084549,           0.0020493,           0.0017508,           0.0014464,           0.0014464,           0.0014464
                 434,            0.011677,           0.0049477,           0.0047867,              0.9969,                   1,               0.995,             0.97826,            0.007796,           0.0020356,           0.0017394,           0.0014266,           0.0014266,           0.0014266
                 435,            0.010332,           0.0050419,           0.0026191,              0.9969,                   1,               0.995,             0.97132,           0.0092872,           0.0021614,           0.0017287,           0.0014068,           0.0014068,           0.0014068
                 436,            0.012464,           0.0049963,           0.0033881,              0.9969,                   1,               0.995,             0.97132,           0.0092872,           0.0021614,           0.0017287,            0.001387,            0.001387,            0.001387
                 437,            0.010289,           0.0044246,            0.002545,             0.99692,                   1,               0.995,             0.97478,           0.0087926,           0.0021257,           0.0017196,           0.0013672,           0.0013672,           0.0013672
                 438,            0.010882,           0.0050478,           0.0027897,             0.99696,                   1,               0.995,              0.9668,           0.0076342,           0.0021215,           0.0017103,           0.0013474,           0.0013474,           0.0013474
                 439,            0.011731,           0.0056135,           0.0049514,             0.99696,                   1,               0.995,              0.9668,           0.0076342,           0.0021215,           0.0017103,           0.0013276,           0.0013276,           0.0013276
                 440,            0.013677,           0.0044202,           0.0043508,             0.99704,                   1,               0.995,             0.96999,           0.0072644,           0.0020702,           0.0016995,           0.0013078,           0.0013078,           0.0013078
                 441,            0.010904,            0.005232,           0.0028715,             0.99707,                   1,               0.995,             0.97039,           0.0098513,           0.0020332,           0.0016888,            0.001288,            0.001288,            0.001288
                 442,            0.010822,           0.0045625,           0.0023707,             0.99707,                   1,               0.995,             0.97039,           0.0098513,           0.0020332,           0.0016888,           0.0012682,           0.0012682,           0.0012682
                 443,            0.010077,           0.0050985,           0.0042417,             0.99706,                   1,               0.995,             0.97728,           0.0092906,           0.0020283,            0.001685,           0.0012484,           0.0012484,           0.0012484
                 444,            0.010303,           0.0045891,           0.0034795,             0.99711,                   1,               0.995,             0.96533,           0.0073884,           0.0020862,           0.0016819,           0.0012286,           0.0012286,           0.0012286
                 445,             0.01129,           0.0049964,           0.0036561,             0.99711,                   1,               0.995,             0.96533,           0.0073884,           0.0020862,           0.0016819,           0.0012088,           0.0012088,           0.0012088
                 446,            0.010704,           0.0055916,           0.0036698,             0.99712,                   1,               0.995,             0.97649,           0.0072787,            0.002054,           0.0016777,            0.001189,            0.001189,            0.001189
                 447,            0.010331,           0.0053081,            0.002477,              0.9971,                   1,               0.995,             0.97361,           0.0098738,           0.0020346,           0.0016666,           0.0011692,           0.0011692,           0.0011692
                 448,            0.011116,           0.0052257,           0.0036474,              0.9971,                   1,               0.995,             0.97361,           0.0098738,           0.0020346,           0.0016666,           0.0011494,           0.0011494,           0.0011494
                 449,            0.011868,           0.0051586,           0.0027614,             0.99712,                   1,               0.995,             0.96676,           0.0091354,           0.0019771,           0.0016579,           0.0011296,           0.0011296,           0.0011296
                 450,            0.010482,           0.0048084,           0.0028991,             0.99709,                   1,               0.995,             0.95731,           0.0080846,           0.0020435,           0.0016436,           0.0011098,           0.0011098,           0.0011098
                 451,            0.011571,           0.0054109,           0.0030656,             0.99709,                   1,               0.995,             0.95731,           0.0080846,           0.0020435,           0.0016436,             0.00109,             0.00109,             0.00109
                 452,           0.0099484,            0.004595,           0.0028093,             0.99709,                   1,               0.995,             0.98172,           0.0077293,            0.002008,           0.0016332,           0.0010702,           0.0010702,           0.0010702
                 453,            0.009872,           0.0054383,           0.0027111,             0.99709,                   1,               0.995,             0.93952,           0.0082575,           0.0021004,           0.0016204,           0.0010504,           0.0010504,           0.0010504
                 454,            0.010307,           0.0059732,           0.0025852,             0.99709,                   1,               0.995,             0.93952,           0.0082575,           0.0021004,           0.0016204,           0.0010306,           0.0010306,           0.0010306
                 455,            0.010625,           0.0050733,           0.0023802,             0.99711,                   1,               0.995,             0.94499,           0.0081046,           0.0020633,           0.0016121,           0.0010108,           0.0010108,           0.0010108
                 456,           0.0098501,           0.0049333,           0.0023239,             0.99707,                   1,               0.995,             0.97905,           0.0076353,           0.0019625,           0.0016023,            0.000991,            0.000991,            0.000991
                 457,           0.0093018,           0.0053416,           0.0024441,             0.99707,                   1,               0.995,             0.97905,           0.0076353,           0.0019625,           0.0016023,           0.0009712,           0.0009712,           0.0009712
                 458,              0.0104,           0.0056435,           0.0026751,             0.99709,                   1,               0.995,             0.96846,           0.0077287,           0.0019827,           0.0015942,           0.0009514,           0.0009514,           0.0009514
                 459,             0.01077,           0.0053476,           0.0045805,              0.9971,                   1,               0.995,             0.96364,           0.0071462,           0.0019812,           0.0015871,           0.0009316,           0.0009316,           0.0009316
                 460,           0.0095088,           0.0049485,           0.0031788,              0.9971,                   1,               0.995,             0.96364,           0.0071462,           0.0019812,           0.0015871,           0.0009118,           0.0009118,           0.0009118
                 461,            0.011034,           0.0048274,           0.0055139,             0.99705,                   1,               0.995,             0.97944,           0.0074281,           0.0019804,           0.0015767,            0.000892,            0.000892,            0.000892
                 462,            0.011065,           0.0062072,           0.0025334,              0.9971,                   1,               0.995,             0.95941,           0.0077313,           0.0020745,           0.0015697,           0.0008722,           0.0008722,           0.0008722
                 463,            0.010697,           0.0056953,           0.0038782,              0.9971,                   1,               0.995,             0.95941,           0.0077313,           0.0020745,           0.0015697,           0.0008524,           0.0008524,           0.0008524
                 464,              0.0106,           0.0060009,           0.0027773,             0.99711,                   1,               0.995,             0.95934,           0.0078078,           0.0020396,           0.0015619,           0.0008326,           0.0008326,           0.0008326
                 465,            0.010391,           0.0047454,           0.0026112,             0.99709,                   1,               0.995,             0.98532,           0.0079908,           0.0019669,           0.0015551,           0.0008128,           0.0008128,           0.0008128
                 466,             0.00944,           0.0050861,           0.0024486,             0.99709,                   1,               0.995,             0.98532,           0.0079908,           0.0019669,           0.0015551,            0.000793,            0.000793,            0.000793
                 467,            0.010121,           0.0050006,           0.0034406,             0.99711,                   1,               0.995,             0.98876,           0.0075704,           0.0019384,           0.0015452,           0.0007732,           0.0007732,           0.0007732
                 468,           0.0090838,           0.0051792,           0.0022178,             0.99712,                   1,               0.995,             0.97218,           0.0080765,            0.001989,           0.0015384,           0.0007534,           0.0007534,           0.0007534
                 469,           0.0089829,           0.0047892,            0.002448,             0.99712,                   1,               0.995,             0.97218,           0.0080765,            0.001989,           0.0015384,           0.0007336,           0.0007336,           0.0007336
                 470,           0.0093362,           0.0058164,           0.0028831,             0.99709,                   1,               0.995,             0.97809,           0.0078092,            0.001952,            0.001532,           0.0007138,           0.0007138,           0.0007138
                 471,           0.0092231,           0.0044827,           0.0020235,              0.9971,                   1,               0.995,             0.96986,           0.0073538,           0.0019468,           0.0015255,            0.000694,            0.000694,            0.000694
                 472,            0.010003,           0.0060072,           0.0024925,              0.9971,                   1,               0.995,             0.96986,           0.0073538,           0.0019468,           0.0015255,           0.0006742,           0.0006742,           0.0006742
                 473,            0.008384,           0.0052141,           0.0022714,             0.99713,                   1,               0.995,             0.98069,           0.0071995,           0.0019253,            0.001521,           0.0006544,           0.0006544,           0.0006544
                 474,           0.0090481,           0.0046795,           0.0023181,             0.99711,                   1,               0.995,             0.97563,           0.0079324,           0.0019418,           0.0015118,           0.0006346,           0.0006346,           0.0006346
                 475,           0.0088855,           0.0048751,           0.0028753,             0.99711,                   1,               0.995,             0.97563,           0.0079324,           0.0019418,           0.0015118,           0.0006148,           0.0006148,           0.0006148
                 476,            0.010079,           0.0041096,           0.0030121,              0.9971,                   1,               0.995,             0.96573,           0.0081569,               0.002,           0.0015044,            0.000595,            0.000595,            0.000595
                 477,           0.0099121,           0.0041719,           0.0024186,             0.99712,                   1,               0.995,             0.97522,            0.007148,           0.0019308,            0.001497,           0.0005752,           0.0005752,           0.0005752
                 478,           0.0086008,           0.0046553,           0.0057056,             0.99712,                   1,               0.995,             0.97522,            0.007148,           0.0019308,            0.001497,           0.0005554,           0.0005554,           0.0005554
                 479,           0.0098099,           0.0056848,            0.003078,              0.9971,                   1,               0.995,             0.96911,           0.0076567,           0.0019743,           0.0014906,           0.0005356,           0.0005356,           0.0005356
                 480,           0.0096505,           0.0057549,           0.0024478,             0.99713,                   1,               0.995,             0.97203,           0.0077702,           0.0019566,           0.0014847,           0.0005158,           0.0005158,           0.0005158
